name,sqm,year_built,Price(EGP),Price/Sqm,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,LowFloor,MidFloor,FloorNumber,BuildingNumber,UnitNumber,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_0,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_0,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Cairo,city_Mansoura,city_Mersa Matruh,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,governorate_Alexandria,governorate_Cairo,governorate_Dakahlia,governorate_Matrouh,propertyCategory_Commercial,propertyCategory_Residential,propertySubType_Apartment (Residential - Multi-Story Units),propertySubType_Office,propertySubType_Others(very rare),propertySubType_Residential - Attached Houses,propertySubType_Retail,Is sqm outlier,Is Price/Sqm outlier,Is Price(EGP) outlier,Is BuildingNumber outlier,Is FloorNumber outlier,Is UnitNumber outlier,log(sqm),log(price),log(price/sqm)
Mazarine Apartment,252.0,2025,13673000,54257.9365,1,1,0,0,0,0,1,0,2,10,1022,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.43093364329122,10.901504555633522
Beachfront Tower - B1,398.0,2025,53655000,134811.5578,0,0,0,0,1,1,0,0,13,1,1093,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,True,True,True,False,True,False,5.986452005284438,17.798085219343363,11.811633214140933
Alamain (Latin District),138.98,2025,7715000,55511.5844,1,1,0,0,1,0,0,1,4,7,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.934330037886181,15.858677043779398,10.92434700588181
Latin City,139.0,2022,5884000,42330.9353,0,1,0,1,1,0,0,1,6,6,615,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.9344739331306915,15.587747360703466,10.653273428711454
Latin City,245.0,2025,12856000,52473.4694,0,1,0,0,1,0,0,1,3,415,415304,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.501258210544727,16.369321186399485,10.868062976088114
Blu Vert,224.0,2025,22160000,98928.5714,1,1,0,0,1,0,1,0,0,30,30,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,5.4116460518550396,16.913799419843357,11.502153367699508
Latin City,135.0,2025,8026000,59451.8519,0,0,0,0,1,0,0,1,3,402,402308,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,4.90527477843843,15.898196829808999,10.992922052180438
Central,121.19,2025,25562000,210924.9938,1,1,0,1,0,0,0,1,5,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,4.797359561980396,17.056617431673796,12.259257869639493
Latin City,181.0,2022,10230000,56519.337,0,1,0,1,1,0,1,0,2,416,416,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,5.198497031265826,16.14083513792781,10.942338106368728
Latin City,207.0,2022,7860000,37971.0145,0,1,0,1,1,0,1,0,0,6,619403,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,15.87729716440539,10.544578371330859
Beachfront Tower - B1,316.0,2025,55262000,174879.7468,0,0,0,0,1,1,0,0,16,1,1161,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.755742213586912,17.827596069348946,12.071853855559363
Alamain (Latin District),160.53,2025,2347000,14620.3202,1,1,0,0,1,0,1,0,0,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.078480840991323,14.66864847483316,9.590167634568724
Latin City,134.0,2025,7967000,59455.2239,0,1,0,0,1,0,0,1,3,3,302308,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,4.897839799950911,15.890818568362503,10.992978768737938
Zahya,410.0,2024,11026000,26892.6829,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.215766678131764,10.199609517435771
PODIA,39.0,2025,20233000,518794.8718,0,1,1,0,1,0,1,0,0,7,36,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.6635616461296463,16.822825492761332,13.15926384664157
PODIA,57.5,2025,21303000,370486.9565,0,1,1,0,1,0,1,0,0,7,75,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.051784947803305,16.87435846583234,12.822573517970358
Mazarine Apartment,252.53,2022,17921000,70965.8258,1,1,0,1,1,0,0,1,3,4,42,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.53153005353903,16.701483767525527,11.16995371338798
Alamain (Latin District),110.68,2025,1663000,15025.2982,1,1,0,0,1,0,1,0,1,2,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.7066431549187255,14.324133758175064,9.617490606128257
Latin City,239.0,2022,7181000,30046.0251,1,1,0,1,1,0,1,0,0,6,665204,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.476463551931511,15.786949207092455,10.310485655007762
Jade Park,182.0,2025,7093000,38972.5275,1,0,1,1,0,0,0,1,5,4,458,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.204006687076795,15.774618940184224,10.57061225381235
Alamain (Latin District),226.74,2025,5461000,24084.8549,1,1,0,0,1,0,0,1,7,1,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.423803986589452,15.51314248113429,10.0893384945496
Alamain (Latin District),200.25,2025,6346000,31690.387,1,1,0,0,1,0,0,1,3,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.299566585948469,15.663335251125279,10.363768664664676
Jade Park,218.0,2025,7796000,35761.4679,1,0,1,1,0,0,0,1,4,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.384495062789089,15.869121339609588,10.484626277102695
Alamain (Latin District),210.92,2025,5031000,23852.6456,1,1,0,0,1,0,1,0,1,6,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.351478914662269,15.431129329473455,10.079650416789322
Maspero mall,124.0,2023,17998000,145145.1613,1,1,0,0,1,0,1,0,0,4,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,4.820281565605037,16.70577119857603,11.885489633037668
Mazarine,301.0,2025,18261000,60667.7741,1,1,0,1,0,0,1,0,0,19,196,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,5.707110264748875,16.72027819614417,11.013167931619817
Downtown Extension,195.0,2025,7880000,40410.2564,1,1,0,1,0,0,0,1,3,7,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.272999558563747,15.879838461834062,10.606838903016508
VALORY,44.5,2025,17209448,386729.1685,0,1,1,0,1,1,0,0,37,7,84,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,True,False,3.7954891891721947,16.660969093297965,12.865479904024083
Alamain (Latin District),210.88,2025,7534000,35726.4795,1,1,0,0,1,0,0,1,3,11,5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.351289251314142,15.834936667234123,10.483647415516478
PODIA,73.0,2025,10615000,145410.9589,0,1,1,0,1,1,0,0,16,7,1616,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,4.290459441148391,16.177778653119493,11.88731921194284
Alamain (Latin District),238.7,2025,5749000,24084.6251,1,1,0,0,1,0,1,0,2,13,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.4752075333447845,15.564536484605428,10.089328953238379
Latin City,207.0,2022,9742000,47062.8019,1,1,0,0,1,0,1,0,2,6,616204,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.332718793265369,16.091956993348624,10.759238199395512
Alamain (Latin District),136.18,2025,6061000,44507.2698,1,1,0,0,1,0,0,1,4,14,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.9139775400548205,15.617385360933422,10.703407821103648
PODIA,73.0,2025,9996000,136931.5068,0,1,1,0,1,1,0,0,11,7,1104,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,4.290459441148391,16.11769557093698,11.827236129428444
PODIA,122.0,2025,16895000,138483.6066,0,1,1,0,1,1,0,0,16,7,1616,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,4.804021044733257,16.642528278130527,11.838507233705053
Central,139.94,2025,28047000,200421.6093,1,1,0,1,0,0,1,0,2,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,4.94121375931775,17.14939223234156,12.208178473217844
Jade Park,335.0,2025,11979000,35758.209,1,0,1,1,0,0,0,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.814130531825066,16.29866567471347,10.484535144140594
New Garden City,141.0,2025,6057000,42957.4468,1,1,0,0,0,0,0,1,5,645,64555,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.948759890378168,15.616725185963084,10.667965295386798
Alamain (Latin District),92.86,2025,2280000,24553.0907,1,1,0,0,1,0,1,0,1,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.639686000930624,10.108593019392357
New Garden City,268.0,2025,10714000,39977.6119,1,1,0,0,0,0,0,1,7,722,72274,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.5909869805108565,16.187061855423043,10.59607487390416
Zahya,498.0,2024,11588000,23269.0763,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.210600077024653,16.265480637871377,10.054880560622355
Marina 8 By The Lake,106.46,2025,4134000,38831.486,1,1,0,1,0,0,0,1,4,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.667769327744611,15.23475601922385,10.566986691372804
Latin City,134.0,2025,7144000,53313.4328,0,1,0,0,1,0,1,0,2,3,303207,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,4.897839799950911,15.781783401538473,10.883943600915668
Jade Park,246.0,2025,8972000,36471.5447,1,0,1,1,0,0,0,1,7,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5053315359323625,16.009619174622237,10.504287638266334
Alamain (Latin District),204.7,2025,10899000,53243.7714,1,1,0,0,1,0,1,0,0,16,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.321545492667243,16.20418159987145,10.882636107716179
Mazarine Apartment,261.7,2022,25546000,97615.5904,1,1,0,1,1,0,0,1,3,18,181,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,5.5671988095361,17.055991306584858,11.488792497349394
Latin City,208.0,2022,6788000,32634.6154,1,1,0,1,1,0,0,1,6,6,655602,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.337538079701318,15.730666905336253,10.393128826106356
Al Fustat,166.16,2025,4586000,27599.9037,1,1,0,1,0,0,0,1,7,12,12,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.112951179567857,15.338518742399987,10.22556756256872
Mazarine Apartment,140.0,2022,8823000,63021.4286,0,1,0,1,1,0,0,1,5,28,2823,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,4.941642422609304,15.992872506204241,11.051230084048298
New Garden City,89.0,2025,4023000,45202.2472,1,1,0,0,0,0,0,1,5,722,72256,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,4.48863636973214,15.207538450931926,10.718902081398642
Alamain (Latin District),92.86,2025,2613000,28139.1342,1,1,0,0,1,0,0,1,4,4,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,14.776009544502749,10.24491656260443
Mazarine Apartment,247.0,2022,13527000,54765.1822,0,1,0,1,1,0,0,1,5,24,2442,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.5093883366279774,16.42019824607133,10.910809909694702
New Garden City,183.0,2025,7902000,43180.3279,1,1,0,0,0,0,1,0,2,722,72222,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.209486152841421,15.882626449953474,10.673140297833388
Alamain (Latin District),236.22,2025,5910000,25019.05,1,1,0,0,1,0,1,0,1,4,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.464763574183701,15.59215638938228,10.127392813675737
Beachfront Tower - B1,232.0,2025,33489000,144349.1379,0,0,0,0,1,1,0,0,14,1,1146,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,True,True,False,True,False,5.44673737166631,17.32672758466498,11.879990212783673
Alamain (Latin District),172.89,2025,9205000,53241.9457,1,1,0,0,1,0,1,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.152655554116684,16.035257372649315,10.882601817671468
PODIA,46.0,2025,11788000,256260.8696,0,1,1,0,1,0,1,0,1,7,126,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.828641396489095,16.282592622839722,12.453951226486359
Latin City,215.0,2025,11717000,54497.6744,0,1,0,0,1,0,0,1,3,415,415302,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.3706380281276624,16.276551336650293,10.905913308181246
Latin City,203.0,2025,9201000,45325.1232,0,1,0,0,1,0,0,1,3,310,310310,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.313205979041787,16.0348227317645,10.721616753766076
Latin City,233.0,2022,8211000,35240.3433,0,1,0,1,1,0,1,0,1,6,629104,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.4510384535657,15.920985276690926,10.46994682177338
PODIA,34.0,2025,9738000,286411.7647,0,1,1,0,1,0,1,0,1,7,157,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False,True,False,False,False,False,3.5263605246161616,16.091546315724784,12.565185791088084
Alamain (Latin District),135.25,2025,6866000,50765.2495,1,1,0,0,1,0,0,1,4,16,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.907124917726591,15.742092252999774,10.834967334526752
Alamain (Latin District),161.26,2025,5708000,35396.2545,1,1,0,0,1,1,0,0,37,10,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,True,False,5.0830179692568755,15.557379257578864,10.474361288439367
Zahya,410.0,2024,10992000,26809.7561,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.016157159698354,16.212678293444267,10.196521133836889
Central,176.52,2025,31676000,179447.0881,1,1,0,1,0,0,0,1,6,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.173434184401347,17.27106985431244,12.097635669639974
AlMaqsad Park,155.0,2025,4900000,31612.9032,1,1,0,0,1,0,0,1,7,13,1372,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.043425116919247,15.404745763080856,10.361320645345282
Latin City,140.0,2022,7914000,56528.5714,0,1,0,1,1,0,1,0,2,311,311,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,4.941642422609304,15.884143900927507,10.942501477812769
Alamain (Latin District),205.0,2025,13417000,65448.7805,1,1,0,0,1,0,0,1,3,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.3230099791384085,16.41203311757261,11.089023138620531
Alamain (Latin District),92.86,2025,5954000,64118.0271,1,1,0,0,1,0,0,1,6,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.59957382055786,11.068480837379251
Mamsha Avenue,392.0,2025,12091000,30844.3878,1,1,0,0,1,0,0,1,5,19,19,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,True,False,False,False,False,False,5.971261839790462,16.307971932156384,10.33671009382155
Zahya,392.0,2024,9255000,23609.6939,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,5.971261839790462,16.040674503989734,10.069412665150109
Mazarine Apartment,236.94,2022,12960000,54697.3917,0,1,0,1,1,0,0,1,7,21,2131,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.467806944526613,16.3773782488884,10.909571303543734
PODIA,93.0,2025,12934000,139075.2688,0,1,1,0,1,1,0,0,14,7,1404,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,4.532599493153256,16.375370060988676,11.842770567711714
Mazarine Apartment,234.9,2022,12138000,51673.0524,0,1,0,1,1,1,0,0,8,22,2212,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.459159891664867,16.311851585377937,10.852691694434771
Alamain (Latin District),213.53,2025,10944000,51252.7514,1,1,0,0,1,0,0,1,3,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.363777338019823,16.20830191884447,10.84452458141328
Mazarine Apartment,258.0,2022,14175000,54941.8605,0,1,0,1,1,0,0,1,5,33,3352,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.552959584921617,16.46699040757809,10.914030823291393
Zahya,365.0,2024,10281000,28167.1233,1,1,0,1,0,0,1,0,0,222,222,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,False,False,False,True,False,False,5.8998973535824915,16.145808089524856,10.245910736380065
Central,231.14,2025,52391000,226663.494,1,1,0,1,0,0,0,1,5,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,False,True,True,False,False,False,5.443023587547295,17.774245378814378,12.331221791327396
Blu Vert,71.41,2025,4154000,58171.1245,1,1,0,0,1,0,0,1,7,29,2977,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.268437915561019,15.239582283418194,10.971144367988375
AlMaqsad Park,152.0,2025,4669000,30717.1053,1,1,0,0,1,0,1,0,0,12,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.0238805208462765,15.356455473953075,10.332574954306198
Alamain (Latin District),92.86,2025,5663000,60984.2774,1,1,0,0,1,0,1,0,2,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,4.531092982591776,15.549464345095942,11.018371362391859
Latin City,126.0,2025,6063000,48119.0476,0,1,0,0,1,0,1,0,1,402,402109,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,4.836281906951478,15.617715285053867,10.781433377706547
Alamain (Latin District),232.51,2025,12495000,53739.6241,1,1,0,0,1,0,0,1,5,6,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.448933234855163,16.34083912225119,10.891905887355291
Latin City,207.0,2022,10757000,51966.1836,0,1,0,1,1,0,1,0,0,417,417403,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,True,5.332718793265369,16.191067263414144,10.85834847063218
Zahya,504.0,2024,12851000,25498.0159,1,1,0,1,0,0,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,True,False,False,False,False,False,6.222576268071369,16.36893218728928,10.146355920276193
Mazarine Apartment,231.0,2022,9814000,42484.8485,1,1,0,1,1,0,0,1,5,35,3553,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,5.442417710521793,16.099320495631986,10.656902785466826
New Garden City,168.0,2025,7370000,43869.0476,1,1,0,0,0,0,0,1,5,645,64557,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,True,False,True,5.123963979403259,15.812928264165519,10.688964284328067
Jade Park,321.0,2025,11938000,37190.0312,1,0,1,1,0,1,0,0,9,4,493,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.771441123130016,16.295237147710733,10.523796025853962
Latin City,214.0,2022,11770000,55000.0,0,1,0,1,1,0,1,0,0,425,425,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,True,False,False,5.365976015021851,16.28106447923646,10.915088464214607
Latin City,194.0,2022,6774000,34917.5258,1,1,0,1,1,0,0,1,4,6,660,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.267858159063328,15.728602312359854,10.460744154064168
Mazarine Apartment,252.0,2025,10722000,42547.619,1,1,0,0,0,0,1,0,1,8,811,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,False,5.529429087511423,16.18780826336962,10.658379174739002
Latin City,135.0,2022,8026000,59451.8519,0,1,0,1,1,0,1,0,0,3,304306,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,4.90527477843843,15.898196829808999,10.992922052180438
Alamain (Latin District),239.34,2025,7441000,31089.6632,1,1,0,0,1,0,0,1,3,6,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,5.47788513514537,15.822515806379398,10.344630669928828
